48	12	16	-14	-49	1	22	40	-3	-36	-21	-46	-22	-45	28	40	3	-25	31	-23	9	5	-28	5	-35	35	-7	-26	-2	2	47	-6	44	-34	-13	-5	-9	-27	26	-33	-49	-28	11	2	2	17	0	45	-48	-18	-43	-24	-44	6	-41	9	-10	14	37	-37	-41	-49	17	-24
32	-11	-38	0	-7	-27	11	-11	-35	-15	-9	-35	48	-3	-8	-1	32	13	5	29	4	-21	-7	31	29	45	48	-20	-26	42	37	0	-31	-43	49	-30	-31	-39	47	26	-21	-27	11	11	-3	47	0	-15	31	-31	40	-36	47	-16	-38	-50	10	-8	-32	4	17	-14	32	8
6	-33	-24	24	-22	29	7	39	1	-50	-25	7	-12	50	-23	27	46	-14	-24	-14	-14	-4	6	31	45	33	40	-21	-31	24	-1	50	-38	-9	-22	41	-3	19	-27	23	-42	-44	-17	-44	48	-9	-41	-26	5	12	13	-43	9	-46	-26	13	18	-17	24	41	4	-11	25	40
34	-15	-33	41	19	-30	-2	8	-42	-11	18	32	21	13	50	6	-27	-34	21	20	0	-9	-32	42	-12	-50	0	21	-25	-15	28	-36	1	-21	-43	31	-15	14	39	18	-19	-19	-47	-5	21	4	-47	-37	-12	-10	-38	17	40	33	-1	41	-34	9	30	36	-46	3	26	11
-3	-38	-38	-25	40	-40	-13	45	-3	0	28	-39	44	-4	-38	-36	37	16	-3	-20	22	-32	-43	46	-25	29	-6	-4	28	42	-19	10	-26	43	50	1	32	29	-49	-8	9	22	7	27	10	-7	-6	-22	15	22	-34	38	1	-39	-31	26	29	4	-13	30	-17	1	9	50
-3	26	18	-17	-40	-34	-17	2	-3	17	-38	20	10	19	44	-28	33	37	24	-48	-23	11	30	-29	11	-40	-44	-21	-42	-24	17	26	35	-39	21	-19	12	-7	10	9	26	46	42	41	-34	-43	33	1	30	10	-15	11	22	19	3	5	2	10	-15	13	-30	38	8	-1
-48	-36	22	2	32	0	27	-41	-42	37	-14	13	4	-1	2	-39	7	24	16	32	40	41	31	-26	-6	-16	-26	-30	35	-43	-33	-33	-22	-27	49	-26	37	50	10	18	-41	36	33	-17	19	30	36	48	15	13	-46	-5	-48	-49	4	-21	-41	5	37	14	18	47	-33	31
26	15	9	-43	-38	25	12	-33	38	-39	-46	11	46	-10	-34	-11	37	-20	-33	39	50	-31	-6	42	-49	-44	23	-4	-30	-17	-29	-23	22	33	16	16	25	23	-1	25	-34	31	-37	2	49	25	-9	-21	4	-25	22	26	42	-12	-31	-15	28	5	-19	15	-43	-36	-9	-49
-30	-24	-21	-12	-10	41	47	38	2	-48	-4	48	9	-49	-31	-44	-50	37	-14	3	33	-48	-48	33	-33	-47	12	-7	20	17	46	-19	25	-49	45	29	-12	19	44	12	-22	19	6	0	9	7	30	-28	-33	24	40	-40	2	2	14	-16	10	7	-13	3	-14	3	29	34
-10	16	15	-16	9	-33	-12	-17	-30	27	1	-45	13	45	46	41	-31	50	13	37	41	49	50	9	1	3	21	7	6	-47	38	-25	3	-49	-11	-12	-10	-4	40	-39	-10	4	11	-37	43	50	-9	40	14	8	-36	4	-7	25	4	-2	19	25	-39	-36	29	-11	5	-4
20	43	42	26	-2	-22	3	41	15	32	-25	-28	33	32	21	-19	0	-42	35	30	32	30	-27	-10	-29	-42	-41	35	-38	14	-18	49	-7	-38	7	-4	-35	8	12	-39	-48	-36	29	17	30	0	-2	-50	-3	-5	-26	35	-14	-1	-37	-21	19	0	-7	14	-43	28	-29	-17
-10	3	36	-1	17	-10	29	3	-42	-10	-42	34	33	-47	-49	20	-40	-29	-15	-49	28	-22	-9	23	13	13	9	4	48	14	-50	17	-8	-24	18	-47	46	-6	-3	31	11	34	-34	16	6	46	-38	-4	8	-10	37	-9	-17	-11	-1	-5	-42	-2	50	8	-12	-48	-25	-13
-24	-47	-33	-21	12	-37	18	-5	-14	-16	-28	-49	38	-40	-9	25	-35	-33	-32	13	30	-6	46	-8	23	-30	24	-25	-24	-20	33	-4	-45	38	25	30	-13	33	-20	32	42	-47	-45	-19	-7	-13	27	-38	36	13	-25	39	-13	-15	-21	27	36	-41	-24	-50	44	15	-39	28
50	27	-24	-23	11	-36	-2	-21	4	-19	32	10	-29	-27	40	28	17	7	46	48	-22	-4	-33	43	-30	39	-10	-28	-48	24	35	-11	-17	20	37	2	-3	33	24	43	18	-23	50	11	-34	-20	14	7	36	42	-23	-2	-22	-22	35	22	39	2	21	-50	30	-8	27	-33
-30	-5	47	2	-43	-12	1	28	9	-50	-30	16	-26	36	4	9	18	8	19	-42	28	46	-4	-4	-19	-26	-25	46	-27	-47	-19	16	15	-20	-21	17	31	-12	37	-48	50	2	36	-11	46	47	34	-27	5	-40	-39	10	-45	7	-35	-26	-14	17	-10	-36	17	-20	-47	33
13	21	29	-11	9	39	-33	-25	12	-42	-11	-50	39	1	-48	-13	-13	-46	30	31	16	-30	5	-33	6	33	9	-1	-20	26	49	24	-20	27	7	9	43	7	-6	-47	45	-24	36	-27	4	3	18	31	2	-46	-20	-33	34	-30	9	-34	-23	26	14	7	-7	38	11	48
20	-40	40	2	20	-31	-24	21	-6	-25	16	-4	-41	-24	-41	26	32	-27	-49	4	-43	38	-19	26	49	-42	4	-38	12	-22	46	6	25	-37	42	4	20	-8	-27	-8	8	30	47	9	9	14	40	6	-26	23	-39	4	-40	15	9	-37	48	23	35	50	45	0	45	-12
24	41	10	41	27	33	-30	10	31	4	-7	-21	36	6	42	-27	-33	50	-39	-3	32	-42	39	33	20	-45	18	47	2	28	-17	-16	-16	14	2	30	-16	48	-27	-24	-2	-29	27	11	26	49	-26	15	-40	23	-8	50	6	-4	34	-5	-20	-27	49	-35	7	-47	-17	-11
-1	39	42	12	-49	-40	18	-34	15	-50	-2	16	-8	-29	-12	19	-27	-16	-29	-37	-5	30	47	-44	41	10	3	-25	6	-49	-46	-6	-48	22	6	6	-36	-22	39	42	-28	31	-11	-28	17	2	-11	-45	-37	3	39	31	42	-5	-36	43	-27	-34	-36	7	-10	-26	31	-42
-18	22	36	-8	13	-21	19	4	-6	-5	-26	26	-11	-9	-11	-36	-25	-14	40	-11	-25	-47	-42	-42	-23	-9	-5	-33	1	49	19	-47	-31	30	43	7	48	28	9	-14	14	10	5	-13	-33	-1	-19	18	-4	24	13	-36	-44	32	11	37	17	-42	43	-12	-6	-33	38	-17
36	3	-47	5	-22	-3	-40	-36	28	-37	20	-42	-43	44	32	44	-26	-32	-43	34	-9	34	37	29	-15	12	-30	46	-26	25	-38	-20	-13	13	45	45	-5	2	-25	-18	49	-14	-24	-49	-39	-43	12	-19	-15	0	14	-30	-33	11	9	-7	6	-46	-30	-10	-17	-8	-25	-10
50	-21	-23	-12	-2	20	-32	6	-46	-7	41	-24	-49	0	-4	-3	-17	0	9	50	43	5	0	12	30	-46	13	33	-26	32	46	16	28	28	21	-26	34	30	-8	-37	-37	-39	-40	5	-20	46	-16	-1	49	24	26	24	21	23	34	-23	40	32	28	-18	-36	15	5	13
-46	-20	-5	31	35	12	-26	-28	-44	-17	45	-1	21	-2	48	-27	-20	-49	44	-47	17	-50	46	20	-22	-45	47	-3	-15	26	-14	-25	-8	-28	22	22	38	-15	-21	18	13	29	49	42	-41	-9	49	30	-46	37	-3	-24	0	43	37	-4	-12	-30	-14	-14	39	39	-8	46
8	10	2	-2	-12	46	37	40	-26	12	-25	7	-31	40	-14	-48	22	13	25	12	26	-7	-12	-50	-39	-17	-24	-19	-23	-13	-25	-11	4	17	-26	44	-39	20	1	-7	-35	-17	19	28	2	-12	-8	-23	-32	21	4	-10	-28	-50	-43	30	42	20	43	28	-28	2	-37	39
34	33	24	12	7	2	-20	-3	-50	-3	-46	36	49	-2	-16	-25	4	-50	-39	47	40	1	-8	48	39	25	-33	-36	-50	45	-50	-20	-5	17	28	48	-34	15	-37	-35	47	-40	-31	-18	28	24	-9	29	-38	-25	-16	44	32	-16	-46	-22	-35	-37	-41	43	31	33	-48	-29
24	49	1	12	-38	25	-8	-8	9	-21	27	19	28	-14	-23	24	25	28	-13	27	0	18	-40	-7	31	-39	-10	-11	-26	-45	33	-5	-11	-43	13	-25	-22	-4	-42	-43	-2	4	-50	-41	20	12	45	19	6	-44	-50	-49	-8	-43	-16	28	23	28	40	-13	14	13	-13	12
-39	-44	20	-23	-40	40	35	13	-2	24	-10	22	14	-32	33	28	48	-7	-35	20	6	29	-6	1	37	39	20	33	21	39	7	-4	48	37	36	3	48	41	28	-47	13	16	19	10	-42	-44	-34	-1	-10	2	-33	7	16	-27	23	34	8	-12	38	-15	23	0	12	21
-21	37	47	44	-19	9	21	-13	45	-32	-4	-21	-1	17	17	-8	39	-3	39	-24	-38	47	-10	-30	26	-1	16	-43	45	44	-39	26	39	-5	-33	50	-15	-37	-30	16	-36	10	5	-36	9	-46	1	-50	5	-11	43	5	4	29	39	26	-8	40	-9	50	-7	0	-45	36
43	40	-1	-30	39	31	-42	-12	46	15	-48	-18	-11	-50	0	21	30	12	22	39	41	-22	24	37	-28	24	13	26	-13	-46	42	-1	-22	34	29	37	-42	36	28	12	-47	25	42	17	39	-7	47	28	-6	-41	4	-44	-11	47	33	40	37	-8	24	-20	-7	10	-3	-43
-43	-1	-34	-6	-8	13	-46	-13	-42	10	-31	0	-33	-43	-31	5	43	-5	-10	36	39	40	-24	-12	33	-28	-40	-9	-33	42	16	-32	2	30	-12	-48	-30	36	7	-21	-17	16	-43	-46	-12	-25	-31	-32	-4	13	20	-12	-47	-6	-1	-25	16	42	-9	22	-44	-13	42	-1
-36	-45	15	41	6	5	-12	26	31	-15	-3	7	48	-4	29	-15	23	-30	-42	-5	-4	32	13	33	0	-30	37	39	23	-50	10	3	-22	49	43	-11	42	-37	-9	-31	12	6	-42	22	44	-19	43	32	-9	33	-29	-31	30	3	20	-24	-34	22	-50	2	-18	35	43	-48
38	2	-6	-11	-49	21	37	10	2	28	-3	-1	-48	14	-43	37	14	-43	-8	-26	-19	30	-42	42	-42	18	6	-49	41	36	-6	45	-46	-35	9	-1	18	39	-14	50	49	25	8	4	15	-9	-9	46	-12	2	49	-33	8	-34	19	38	-37	-46	-27	5	-1	-42	-48	-18
-45	-45	42	-42	-14	48	-19	8	5	42	-48	46	-21	-23	5	19	18	45	9	38	28	5	4	-44	-6	14	-40	-49	-3	22	-21	25	-12	-30	-33	-37	-18	-17	-38	-42	-1	33	21	-12	48	50	-41	0	7	16	42	25	38	-22	-3	-16	-45	39	22	28	-4	5	-29	17
2	-38	-33	50	29	-37	12	-43	-20	49	-26	38	-38	-28	19	36	45	-35	40	-37	-27	-9	0	29	12	24	-48	-11	-28	41	35	27	-10	-2	-39	12	-8	8	-24	-1	-5	2	17	-4	50	-48	28	-37	-44	-8	-39	-43	-11	40	14	-40	41	44	-10	-18	25	48	12	38
37	-46	17	3	-23	-9	26	20	28	-11	-15	44	46	35	-45	-31	-34	42	36	-18	30	-8	17	12	45	-42	-46	-28	8	17	42	-6	-43	8	-14	2	2	-14	-29	17	-9	-22	-22	7	29	-50	-19	-50	-22	13	39	-7	42	-3	-14	-37	6	31	-13	-26	-45	-18	49	10
28	-13	43	19	-46	-23	8	-31	48	-50	-5	-36	13	-19	2	25	5	-49	-36	-46	12	-20	-23	47	24	-28	-18	-17	14	16	-20	26	-42	-47	11	12	-32	43	6	25	-37	28	-1	5	8	-11	26	30	-36	-24	-25	35	-27	-33	-1	-15	-15	-20	21	-22	-44	35	-38	3
24	22	4	-24	-20	46	10	29	-32	-9	-9	-3	-11	-34	-33	16	-20	9	-33	18	41	33	29	-26	-36	-8	-21	41	-17	-3	-20	-31	-34	-27	34	-17	-33	-17	21	4	2	22	-42	-6	26	23	43	49	10	28	-25	-41	20	-4	14	-31	44	-21	31	16	-44	-19	23	-38
38	-30	44	-1	13	24	16	-39	-13	43	-29	18	-1	-22	-39	14	-39	26	20	-42	-16	26	-50	-31	-10	3	-33	-9	48	-22	-22	-21	-18	10	-20	4	-9	-41	35	-24	-33	45	-5	-27	-24	-19	-41	3	-9	-30	29	-34	-33	14	-16	39	-16	-17	29	-23	-50	-39	1	9
-37	-49	12	28	-34	29	-3	-12	30	-21	-45	12	-20	-33	23	11	36	44	35	-33	-44	26	34	33	-28	29	25	4	-50	1	-2	23	50	-4	14	7	39	-10	-7	44	-28	25	34	-14	-42	21	-24	-9	-37	-47	19	-24	-10	17	-16	36	24	-38	-29	-40	15	-12	12	42
-17	0	-26	47	-40	-17	1	-6	37	-4	37	50	25	-24	0	-34	48	-25	18	-38	38	24	-3	-21	44	40	-47	-45	12	16	-31	10	-27	14	7	6	1	18	50	25	-7	48	17	-34	-10	7	-3	4	18	14	45	-9	-35	-21	42	16	13	-13	27	-42	-50	17	-2	-22
31	34	45	-36	10	-16	-27	14	-48	6	0	9	40	-24	40	-18	16	10	-25	13	31	-37	-21	-18	29	-20	-35	-1	-7	7	13	25	-25	20	-38	9	-47	-26	-13	-17	36	32	-19	15	-32	-35	-43	-27	-4	-10	31	-14	-14	4	20	20	-1	-25	44	-4	-40	-40	-27	-31
-7	-7	-29	23	32	-12	29	-18	-35	-37	7	46	27	-4	42	-14	45	-25	24	-50	-46	-20	24	-37	49	-6	-50	22	-38	16	17	-30	-39	-7	-13	-37	32	-27	-45	-1	-43	-41	-36	30	-1	23	-24	50	-14	-7	8	2	-11	-5	26	-50	-19	24	17	-17	-12	-27	22	-19
-50	29	-19	-21	47	-24	47	-42	10	-42	13	-5	37	-44	-35	44	-15	23	-50	43	6	-10	19	26	24	32	-19	15	-9	-24	4	0	45	21	-47	-43	-7	-26	13	-2	-8	-20	4	49	28	32	-1	10	36	5	42	-27	-21	-13	24	-13	-12	-3	20	18	43	12	-40	2
-43	5	-15	-30	-36	28	-21	26	-50	7	-26	37	-29	-37	27	4	-41	-22	13	-42	49	33	-33	-39	-24	29	-22	-18	-14	40	40	-12	-50	-5	-7	26	-3	29	-30	-27	-50	1	-15	-35	4	-45	-1	-23	-15	36	-20	-48	-3	-47	-21	-43	-5	-17	-6	9	-37	-33	46	46
44	-43	-3	29	-29	-21	-16	-36	-36	47	-38	9	6	6	29	-29	27	14	8	-4	-11	-40	26	-44	16	6	-8	-18	40	31	-50	-40	13	38	22	-13	-32	-37	21	-40	33	-15	-5	36	-27	36	-11	9	-47	-46	49	1	-35	29	31	27	50	22	40	26	-32	-50	-2	-1
-44	11	21	-28	-18	-48	29	-19	-38	-29	-11	-26	45	-40	-13	0	23	-9	20	37	-43	48	5	48	-7	-31	-36	31	-32	7	14	47	34	4	-10	30	-15	-15	-37	-38	28	-24	-44	10	-43	1	1	3	-9	35	12	10	-1	-42	-36	2	18	41	-3	12	-27	-41	-40	-21
-10	43	39	-16	41	19	-36	-30	6	9	46	-33	-49	6	-20	-15	1	14	22	-45	-30	-12	-2	6	50	-18	25	-22	-45	-41	14	-11	-22	17	-37	20	23	-30	11	-2	31	12	-1	42	48	-45	6	-38	-6	15	-37	-29	-27	34	-43	8	-30	27	34	28	-5	27	27	-41
9	19	-38	36	-19	-46	-7	15	-28	-15	-48	-7	-14	47	18	39	-47	29	16	-35	12	17	40	-34	49	2	-9	-14	49	-23	6	-45	45	32	33	-16	-43	-34	-6	19	5	16	3	43	-39	-17	-4	-50	-16	-15	-42	-25	15	-5	12	3	-35	-21	29	3	19	-40	31	-4
21	-11	-14	48	-37	-36	-4	-3	7	-45	-9	15	22	4	-47	35	20	-1	35	37	-37	-34	-45	35	43	7	5	22	-30	3	37	-27	-2	-6	-45	-16	-43	-11	-40	35	27	3	37	-37	32	-40	-39	-44	13	-21	-29	-44	-35	6	-33	-34	-23	-35	-17	1	11	46	-44	31
-3	35	-14	24	18	33	4	-28	-39	-35	31	23	14	-23	19	-35	-48	13	41	41	48	42	-28	-23	-15	-21	21	19	-17	29	31	46	21	-1	30	40	5	50	-41	7	-14	-1	-23	-35	43	-34	-15	-18	43	14	-18	-28	-5	-1	42	43	32	22	-21	22	26	3	-11	3
32	-32	5	-20	39	-35	19	-33	-48	-8	17	-41	24	-2	35	2	-31	-21	-28	-28	31	-5	-50	26	40	-3	-15	-43	37	-16	-38	21	8	-46	34	-34	13	-42	26	-14	41	31	47	-44	40	-48	7	29	44	4	5	-49	32	-42	30	10	-33	-39	25	35	-3	-41	37	-23
39	-5	-7	-23	36	-45	-31	13	43	-18	12	-43	47	-3	-20	1	21	-11	-40	-6	7	-42	48	-32	-48	44	-10	-50	-32	13	33	49	-24	21	-47	-18	-9	-12	-42	-43	44	9	-14	-15	-20	-17	20	-20	12	-17	40	-42	-15	25	40	-2	-47	-26	-7	8	-11	-48	-31	-46
-9	50	-37	48	6	28	3	-18	28	2	12	-16	-29	26	38	-35	-31	-28	-24	18	38	40	7	47	-13	-9	0	39	11	-22	-27	45	-38	-7	-43	-15	-15	-30	26	-48	-13	-44	-19	5	-33	37	-23	-30	39	-34	-45	-28	19	34	25	-24	-16	-45	-16	40	-39	44	19	-24
17	46	-25	11	41	-41	5	29	25	35	47	-9	6	-48	-8	-30	-36	-25	28	19	-9	20	2	-1	-27	35	27	37	44	32	-28	-17	-27	-1	-48	-27	-28	-42	8	-50	33	-15	-41	31	34	13	-50	-19	-38	-1	21	-28	32	-36	48	-50	-40	38	22	-26	39	1	-35	7
-40	11	1	-49	44	12	38	4	25	-50	-28	48	44	25	-33	29	-17	35	31	39	-20	26	-31	13	-39	11	28	49	-19	24	-31	38	49	-19	18	-9	-3	35	-48	-30	5	-2	25	32	41	21	35	-2	-43	0	19	-6	34	-22	-29	27	-6	1	-23	3	16	-12	-40	-43
43	20	-38	3	-15	-28	31	29	24	-14	-19	6	45	-44	37	34	-25	31	-40	-32	-50	13	-27	-18	41	-42	-19	19	-5	-26	-48	35	31	-3	-5	-21	-15	41	-32	-49	-6	36	-14	-26	-25	20	23	-38	0	13	-2	-38	-46	-22	32	-38	35	-32	6	-17	-15	2	45	-35
